211,325
211,766
211,373
213,886
213,564
213,764
213,923
214,216
214,961
215,682
215,1576
216,611
217,887
217,847
218,1582
218,920
218,965
218,646
219,725
219,1236
219,1235
219,961
220,1274
221,296
221,1274
225,503
238,898
239,1564
239,1016
239,1017
241,1374
241,904
241,1177
242,1377
243,318
244,324
246,1373
246,1293
247,1492
247,1409
247,330
248,409
248,330
248,448
248,290
249,1529
249,1493
250,609
250,451
250,1490
251,367
251,452
251,1415
251,1494
253,257
253,1537
255,369
255,331
255,291
256,331
256,369
256,809
256,448
257,375
257,489
257,567
258,534
258,920
258,963
258,1005
259,1236
260,1274
264,1359
264,303
264,500
264,1240
279,1056
280,1375
281,1453
281,357
281,1022
281,1454
282,1022
282,286
282,318
284,1100
285,1218
285,1488
285,1371
286,330
286,1218
287,1575
287,527
287,1450
287,366
288,1372
288,685
289,727
289,409
289,448
289,726
290,803
290,766
291,1494
291,294
292,334
292,406
293,564
294,726
294,691
295,690
295,731
295,335
295,842
296,375
296,848
296,924
297,967
297,337
297,1006
297,927
298,452
303,539
303,1275
309,1550
310,424
310,826
317,978
317,1057
317,1177
318,1217
318,319
319,1296
320,1375
321,1454
322,326
322,1022
322,325
324,1174
324,562
325,1497
325,1495
326,330
326,604
326,1371
327,1489
327,489
327,1571
328,569
328,490
329,764
329,448
331,1533
333,334
334,528
335,415
335,928
336,375
336,653
336,889
337,614
337,613
338,1124
344,1439
344,1315
355,743
355,1100
355,356
356,469
357,1020
358,401
358,1259
358,360
358,1102
360,443
361,1494
361,1022
361,1534
361,399
362,399
364,562
364,1568
365,1568
365,523
365,1257
365,602
366,1533
366,1372
366,1451
367,529
367,608
367,686
368,763
370,414
370,844
370,727
371,485
371,1574
373,886
373,651
373,769
374,415
374,645
374,770
374,771
376,1045
376,654
376,1085
378,539
386,1314
394,909
394,750
394,634
394,790
396,1182
396,1222
396,635
396,557
397,518
397,902
398,1338
399,905
400,483
401,1496
401,484
404,1258
404,1254
405,1412
405,1497
405,1334
406,486
406,646
407,723
409,844
410,453
411,766
413,811
413,610
413,451
413,729
414,929
414,811
414,489
415,885
415,844
416,733
416,962
416,1085
421,1243
424,1199
424,1519
424,1314
425,504
425,1314
425,1559
426,702
426,1353
436,519
439,1259
441,1101
441,1575
444,566
444,1258
444,1536
444,1295
445,602
445,1537
446,1414
449,453
449,806
452,569
452,882
453,609
453,529
454,851
454,655
454,694
454,889
455,656
455,961
455,1127
460,696
461,697
461,1275
475,676
475,902
476,559
478,1418
478,1023
479,1458
480,1063
484,1491
484,523
485,607
485,566
486,764
487,803
492,888
492,1007
492,693
492,729
493,851
493,842
493,891
493,652
494,890
494,692
494,970
494,1009
495,733
499,1276
500,1323
500,736
503,1520
504,1599
513,950
517,560
517,905
517,1381
517,1023
518,1420
518,679
519,1460
519,562
522,1259
523,1453
523,1572
524,1571
524,1533
525,802
525,1455
526,1454
526,688
527,725
528,923
533,1088
533,852
533,922
534,774
534,1126
534,654
539,1364
539,700
552,1029
555,756
556,639
556,905
557,679
560,643
562,1541
563,685
563,646
563,644
565,802
566,843
569,728
570,929
570,645
570,684
572,773
573,930
573,922
573,931
573,883
574,814
574,965
574,1001
574,1246
575,1080
575,893
575,1002
575,688
577,965
577,660
577,1440
597,1461
600,1222
600,682
602,802
603,685
603,726
603,644
604,841
604,1455
609,886
610,930
611,1128
611,807
611,804
612,1129
613,893
614,1002
614,1245
614,972
634,1383
635,1423
637,798
637,1102
639,1182
639,682
643,765
643,1576
644,1419
650,1048
651,971
651,883
651,931
652,1168
652,853
652,847
653,1286
653,963
653,1011
655,738
655,1043
655,855
656,1481
660,743
660,857
660,1397
673,1068
675,1423
676,1184
676,1501
679,760
680,1460
682,1573
683,959
684,885
684,845
684,765
686,1577
689,1127
690,1050
690,805
690,807
691,932
691,1168
691,1208
692,854
692,925
692,967
693,964
693,1403
694,817
696,1406
697,816
697,1363
698,935
698,1398
700,861
702,938
713,984
713,1385
721,1457
723,726
723,1574
724,924
724,843
724,960
727,806
727,766
728,1047
728,882
729,1049
729,1127
730,846
730,1089
730,1010
730,931
731,1286
731,844
731,1051
732,894
732,1248
732,1208
732,767
733,1403
733,1131
735,1005
735,818
735,1328
735,1240
736,1289
737,816
737,1359
743,1440
750,1109
756,1581
762,1537
763,881
767,768
767,1047
767,1007
768,772
769,1207
769,805
769,931
770,1130
770,846
770,806
771,928
771,894
771,1365
772,965
772,1249
772,973
773,1166
773,1482
773,1092
774,815
774,1045
775,1124
790,1031
790,1150
791,984
791,993
791,1385
798,880
801,1537
801,841
801,1461
802,1577
804,847
804,842
805,845
805,809
806,968
807,929
807,809
809,1129
810,1169
810,846
810,1130
810,932
811,1366
811,854
812,1207
812,894
812,847
812,974
813,1365
813,1325
813,966
813,896
815,1007
815,1163
815,1047
816,1368
816,1328
817,1482
817,900
817,1439
841,1501
841,879
842,843
845,968
845,849
846,1008
848,1050
848,1207
848,1129
849,1090
849,932
849,1051
850,1210
850,925
850,1327
850,973
851,1053
851,1445
852,896
852,966
852,893
853,967
853,1523
853,1008
854,1008
854,968
855,1126
855,1329
856,1205
857,1404
857,1519
860,1444
860,864
861,1481
864,901
878,1538
879,1385
880,1463
880,916
881,924
881,884
883,887
884,959
884,922
885,968
885,1119
886,1048
887,1088
887,891
888,892
888,1167
889,1209
889,969
890,1249
890,925
890,1327
891,1445
891,1211
892,1005
892,1408
892,1013
893,1006
894,1446
895,1048
895,935
895,1445
895,1525
896,935
896,1166
897,975
897,1213
897,1094
898,901
898,899
899,982
901,1524
902,943
902,1100
904,980
904,979
905,1143
909,1307
916,1029
920,964
921,1583
922,959
923,1199
923,1158
925,926
926,1049
926,1088
926,1128
927,1168
928,1325
928,1209
929,1367
930,1407
930,1092
932,1009
933,1290
933,1369
933,1170
933,1370
934,1009
934,1369
934,1013
935,939
936,1526
936,939
936,1331
936,1213
937,1326
938,1171
938,1598
938,978
939,1524
939,1563
950,1465
954,1068
956,1109
960,999
960,1235
961,997
962,966
962,1045
962,1003
963,1085
964,1159
964,1041
967,1050
969,1404
969,1367
969,1289
970,1053
970,974
970,1407
971,1485
971,1367
971,1524
972,1368
972,1085
972,1289
973,1486
974,978
974,975
975,1128
976,1055
976,1016
976,1247
977,981
977,1136
977,1254
979,1136
979,1563
980,1094
983,1019
983,1020
996,998
996,1109
997,1150
998,1424
999,1235
1002,1044
1003,1126
1005,1245
1006,1208
1007,1011
1008,1325
1009,1049
1010,1523
1010,1484
1010,1524
1011,1092
1011,1013
1012,1486
1012,1368
1012,1328
1013,1408
1014,1169
1014,1526
1014,1089
1014,1487
1015,1169
1015,1129
1015,1051
1015,1168
1016,1169
1016,1209
1017,1018
1017,1255
1018,1054
1018,1447
1019,1565
1019,1094
1020,1021
1023,1182
1023,1260
1031,1583
1039,1274
1043,1165
1044,1205
1044,1166
1045,1245
1047,1365
1048,1367
1049,1484
1050,1093
1051,1448
1053,1130
1053,1090
1054,1564
1057,1334
1080,1163
1086,1288
1086,1247
1086,1287
1087,1286
1087,1404
1087,1365
1087,1325
1088,1484
1089,1484
1089,1445
1090,1407
1090,1092
1093,1210
1093,1130
1093,1172
1094,1490
1100,1299
1117,1235
1119,1236
1127,1286
1128,1447
1132,1167
1132,1409
1132,1488
1132,1371
1133,1249
1133,1531
1133,1487
1133,1210
1134,1570
1134,1173
1134,1529
1134,1213
1137,1414
1137,1255
1143,1380
1146,1424
1158,1236
1159,1275
1167,1406
1167,1408
1170,1530
1171,1569
1171,1412
1172,1249
1172,1485
1173,1492
1173,1570
1179,1415
1206,1482
1207,1523
1208,1448
1209,1450
1210,1486
1211,1448
1212,1570
1212,1530
1212,1569
1213,1532
1217,1453
1218,1493
1240,1276
1243,1279
1245,1289
1247,1368
1247,1328
1248,1290
1248,1450
1248,1447
1250,1366
1250,1452
1250,1326
1251,1530
1251,1452
1251,1413
1255,1456
1258,1572
1258,1496
1259,1495
1260,1339
1275,1358
1287,1409
1287,1562
1287,1288
1288,1369
1288,1371
1290,1366
1291,1413
1291,1404
1291,1532
1315,1398
1315,1397
1315,1515
1323,1406
1326,1448
1326,1370
1327,1568
1330,1405
1330,1532
1330,1571
1331,1570
1331,1529
1334,1457
1338,1576
1339,1576
1358,1401
1359,1363
1359,1402
1363,1446
1366,1486
1369,1407
1370,1405
1372,1573
1372,1564
1373,1374
1374,1492
1377,1538
1380,1419
1381,1578
1385,1582
1405,1526
1405,1446
1408,1452
1410,1527
1410,1485
1411,1531
1411,1525
1412,1495
1413,1567
1413,1536
1415,1497
1423,1463
1444,1523
1447,1569
1449,1532
1451,1564
1452,1573
1453,1566
1455,1538
1457,1540
1458,1541
1485,1529
1489,1527
1489,1493
1489,1491
1491,1535
1497,1540
1515,1598
1525,1526
1533,1536
1535,1572
1559,1562
1568,1572
1571,1575
